Rank,Movie,"Release
Date",Year,Distributor,Genre,1996 Gross,Tickets Sold
66,The Empty Man,10/23/2020,2020,20th Century Studios,Horror,"$2,995,698","326,328"
67,My Boyfriend’s Meds,2/21/2020,2020,Lionsgate,Romantic Comedy,"$2,971,116","323,650"
68,The Last Full Measure,1/24/2020,2020,Roadside Attractions,Drama,"$2,949,212","321,264"
69,A Beautiful Day in the Neig…,11/22/2019,2020,Sony Pictures,Drama,"$2,894,475","315,302"
70,The Nightmare Before Christmas,10/13/1993,2020,Walt Disney,Musical,"$2,597,888","282,994"
71,Words on Bathroom Walls,8/21/2020,2020,Roadside Attractions,Drama,"$2,542,518","276,962"
72,After We Collided,9/11/2020,2020,,Drama,"$2,386,483","259,965"
73,The Lodge,2/7/2020,2020,Neon,Horror,"$2,138,907","232,996"
74,Half Brothers,12/4/2020,2020,Focus Features,Comedy,"$2,016,150","219,624"
75,The Personal History of Dav…,8/28/2020,2020,Searchlight Pictures,Drama,"$1,876,298","204,389"
76,The Wretched,5/1/2020,2020,IFC Midnight,Horror,"$1,815,440","197,760"
77,Joker,10/4/2019,2020,Warner Bros.,Thriller/Suspense,"$1,678,800","182,875"
78,The Rental,7/24/2020,2020,IFC Films,Thriller/Suspense,"$1,637,548","178,382"
79,Star Wars Ep. V: The Empire…,7/31/1981,2020,20th Century Fox,Adventure,"$1,580,209","172,136"
80,Once Upon a Time…in Hollywo…,7/26/2019,2020,Sony Pictures,Thriller/Suspense,"$1,406,198","153,180"
81,2 Hearts,10/16/2020,2020,Freestyle Releasing,Drama,"$1,349,284","146,980"
82,Jay and Silent Bob Reboot,10/15/2019,2020,Fathom Events,Comedy,"$1,330,666","144,952"
83,Train to Busan Presents: Pe…,8/21/2020,2020,Well Go USA,Horror,"$1,224,525","133,390"
84,Promising Young Woman,12/25/2020,2020,Focus Features,Black Comedy,"$1,208,180","131,610"
85,Met Opera — Agrippina,2/29/2020,2020,Fathom Events,Concert/Perfor…,"$1,150,000","125,272"
86,True to the Game 2: Gena’s …,11/6/2020,2020,Faith Media Distr…,Thriller/Suspense,"$1,117,808","121,765"
87,The Assistant,1/31/2020,2020,Bleecker Street,Drama,"$1,100,310","119,859"
88,IP Man: The Finale,12/25/2019,2020,Well Go USA,Action,"$1,089,355","118,666"
89,Love and Monsters,10/16/2020,2020,Paramount Pictures,Adventure,"$1,070,714","116,635"
90,Relic,7/3/2020,2020,IFC Midnight,Thriller/Suspense,"$1,047,083","114,061"
91,The Tax Collector,8/7/2020,2020,RLJ Entertainment,Action,"$1,044,212","113,748"
92,Die Hard,7/15/1988,2020,20th Century Fox,Action,"$1,036,063","112,860"
93,Becky,6/5/2020,2020,Quiver,Thriller/Suspense,"$1,002,852","109,243"
94,Break the Silence The Movie,9/24/2020,2020,Trafalgar Releasing,Documentary,"$1,000,000","108,932"
95,Elf,11/7/2003,2020,New Line,Comedy,"$905,000","98,583"
96,All My Life,12/4/2020,2020,Universal,Drama,"$899,585","97,994"
97,The Song of Names,12/25/2019,2020,Sony Pictures Cla…,Drama,"$891,579","97,121"
98,Toy Story,11/22/1995,2020,Walt Disney,Adventure,"$870,305","94,804"
99,Met Opera: Wozzeck,1/11/2020,2020,Fathom Events,Concert/Perfor…,"$863,000","94,008"
100,Cut Throat City,7/31/2020,2020,Well Go USA,Drama,"$855,894","93,234"
101,Sarileru Neekevvaru,1/10/2020,2020,Great India Films,Action,"$821,000","89,433"
102,Vanguard,11/20/2020,2020,Gravitas Ventures,Action,"$793,525","86,440"
103,Pinocchio,12/25/2020,2020,Roadside Attractions,Adventure,"$782,555","85,245"
104,Color Out of Space,1/24/2020,2020,RLJ Entertainment,Horror,"$765,561","83,394"
105,Shortcut,9/25/2020,2020,Gravitas Ventures,Horror,"$758,223","82,595"
106,Possessor,10/2/2020,2020,Neon,Thriller/Suspense,"$752,885","82,013"
107,Coco,11/22/2017,2020,Walt Disney,Musical,"$734,000","79,956"
108,"Monsters, Inc.",11/2/2001,2020,Walt Disney,Adventure,"$726,000","79,084"
109,Baaghi 3,3/6/2020,2020,FIP,Action,"$721,439","78,588"
110,The Santa Clause,11/11/1994,2020,Walt Disney,Adventure,"$706,000","76,906"
111,The Last Vermeer,11/20/2020,2020,Sony Pictures Cla…,Drama,"$685,380","74,660"
112,The Addams Family,10/11/2019,2020,United Artists,Adventure,"$678,926","73,957"
113,The Last Shift,9/25/2020,2020,Sony Pictures,Comedy,"$643,658","70,115"
114,Synchronic,10/23/2020,2020,Well Go USA,Thriller/Suspense,"$636,673","69,354"
115,Maleficent: Mistress of Evil,10/18/2019,2020,Walt Disney,Adventure,"$634,868","69,157"
116,Chhapaak,1/10/2020,2020,FIP,Drama,"$604,334","65,831"
117,Pain & Glory,10/4/2019,2020,Sony Pictures Cla…,Drama,"$599,619","65,317"
118,Panga,1/24/2020,2020,FIP,Drama,"$582,720","63,477"
119,Black Christmas,12/13/2019,2020,Universal,Horror,"$562,060","61,226"
120,Guardians of the Galaxy,8/1/2014,2020,Walt Disney,Action,"$542,000","59,041"
121,Alone,9/18/2020,2020,Magnolia Pictures,Thriller/Suspense,"$538,358","58,644"
122,Followed,6/19/2020,2020,Global View Enter…,Horror,"$538,179","58,625"
123,The Polar Express,11/10/2004,2020,Warner Bros.,Adventure,"$536,000","58,387"
124,Harriet,11/1/2019,2020,Focus Features,Drama,"$534,455","58,219"
125,Kajillionaire,9/25/2020,2020,Focus Features,Drama,"$531,430","57,889"
126,The Call,10/2/2020,2020,Atlas Distribution,Horror,"$516,520","56,265"
127,The Big Ugly,7/24/2020,2020,Vertical Entertai…,Action,"$514,107","56,002"
128,Dark Waters,11/22/2019,2020,Focus Features,Drama,"$502,205","54,706"
129,The Forgotten Carols,11/20/2020,2020,Purdie Distribution,Musical,"$501,629","54,643"
130,Spell,10/30/2020,2020,Paramount Pictures,Horror,"$500,104","54,477"
131,Ava,9/25/2020,2020,Vertical Entertai…,Action,"$497,747","54,220"
132,CatVideoFest,2/21/2020,2020,Oscilloscope Pict…,Documentary,"$478,775","52,154"
133,A Hidden Life,12/13/2019,2020,Fox Searchlight,Drama,"$456,268","49,702"
134,Once Were Brothers: Robbie …,2/21/2020,2020,Magnolia Pictures,Documentary,"$449,561","48,971"
135,Seberg,12/13/2019,2020,Amazon Studios,Thriller/Suspense,"$448,009","48,802"
136,Infamous,6/12/2020,2020,Vertical Entertai…,Action,"$429,148","46,748"
137,Tulsa,8/21/2020,2020,Self Distributed,Drama,"$413,522","45,045"
138,Buddy Games,11/20/2020,2020,Paramount Pictures,Comedy,"$405,904","44,216"
139,Yellow Rose,10/8/2020,2020,Sony Pictures,Drama,"$367,849","40,070"
140,The Kid Detective,10/16/2020,2020,Sony Pictures,Black Comedy,"$364,138","39,666"
141,Greed,2/28/2020,2020,Sony Pictures Cla…,Comedy,"$355,308","38,704"
142,Thank You For Everything,12/25/2019,2020,Entertainment One,Comedy,"$352,149","38,360"
143,Ride Your Wave,2/19/2020,2020,GKIDS,Comedy,"$332,432","36,212"
144,Les Misérables,1/10/2020,2020,Amazon Studios,Drama,"$330,181","35,967"
145,Ordinary Love,2/14/2020,2020,Bleecker Street,Drama,"$323,688","35,260"
146,How the Grinch Stole Christmas,11/17/2000,2020,Universal,Adventure,"$304,000","33,115"
147,Save Yourselves!,10/2/2020,2020,Bleecker Street,Comedy,"$301,162","32,806"
148,The Informer,11/6/2020,2020,Aviron Pictures,Thriller/Suspense,"$300,460","32,729"
149,Midway,11/8/2019,2020,Lionsgate,Action,"$299,520","32,627"
150,The Traitor,1/31/2020,2020,Sony Pictures Cla…,Drama,"$296,027","32,246"
151,Judy,9/27/2019,2020,Roadside Attractions,Drama,"$292,206","31,830"
152,Clemency,12/27/2019,2020,Neon,Drama,"$288,343","31,409"
153,Created Equal: Clarence Tho…,1/31/2020,2020,Manifold Productions,Documentary,"$282,149","30,735"
154,Missão: Vingança,11/13/2020,2020,Saban Films,Black Comedy,"$278,378","30,324"
155,21 Bridges,11/22/2019,2020,STX Entertainment,Thriller/Suspense,"$274,740","29,928"
156,Halloween,10/17/1978,2020,Compass Internati…,Horror,"$274,000","29,847"
157,"Mafia, Inc.",2/14/2020,2020,Films Seville,Drama,"$264,552","28,818"
158,Tokyo Godfathers,1/16/2004,2020,IDP Distribution,Adventure,"$237,581","25,880"
159,The Climb,11/13/2020,2020,Sony Pictures Cla…,Drama,"$234,429","25,536"
160,The Secrets We Keep,9/16/2020,2020,Bleecker Street,Thriller/Suspense,"$231,119","25,176"
161,Frozen,11/27/2013,2020,Walt Disney,Musical,"$215,000","23,420"
162,Legend of Deification,10/1/2020,2020,Well Go USA,Adventure,"$214,670","23,384"
163,Dr. Seuss’ The Grinch,11/9/2018,2020,Universal,Adventure,"$214,000","23,311"
164,Wild Mountain Thyme,12/11/2020,2020,Bleecker Street,Drama,"$213,441","23,250"
165,Beanpole,1/29/2020,2020,Kino Lorber,Drama,"$196,258","21,378"
166,The Doors: Break on Thru — …,2/12/2020,2020,Trafalgar Releasing,Documentary,"$186,920","20,361"
167,The Outpost,7/3/2020,2020,Screen Media Films,Action,"$186,634","20,330"
168,The Wolf of Snow Hollow,10/9/2020,2020,Orion Classics,Horror,"$185,026","20,155"
169,Come Away,11/13/2020,2020,Relativity,Drama,"$184,477","20,095"
170,63 Up,11/27/2019,2020,BritBox,Documentary,"$183,940","20,037"
171,The Good Liar,11/15/2019,2020,Warner Bros.,Thriller/Suspense,"$182,779","19,910"
172,And Then We Danced,2/7/2020,2020,Music Box Films,Drama,"$177,262","19,309"
173,No Escape,9/18/2020,2020,Vertical Entertai…,Horror,"$167,962","18,296"
174,Extra Ordinary,3/6/2020,2020,Cranked Up Films,Horror,"$164,346","17,902"
175,Cunningham,12/13/2019,2020,Magnolia Pictures,Documentary,"$163,020","17,758"
176,Ammonite,11/13/2020,2020,Neon,Drama,"$160,930","17,530"
177,A Call to Spy,10/2/2020,2020,IFC Films,Drama,"$159,014","17,321"
178,The Dark and The Wicked,11/6/2020,2020,RLJ Entertainment,Horror,"$152,261","16,586"
179,The Burnt Orange Heresy,3/6/2020,2020,Sony Pictures Cla…,Thriller/Suspense,"$144,201","15,708"
180,Always & Forever,11/20/2020,2020,RLJ Entertainment,Thriller/Suspense,"$144,161","15,703"
181,Wendy,2/28/2020,2020,Searchlight Pictures,Drama,"$143,518","15,633"
182,Incitement,1/31/2020,2020,Greenwich,Thriller/Suspense,"$140,306","15,283"
183,Archive,7/10/2020,2020,Vertical Entertai…,,"$139,593","15,206"
184,Burden,2/28/2020,2020,101 Studios,Drama,"$139,270","15,171"
185,Lupin III: The First,10/18/2020,2020,GKIDS,Adventure,"$139,066","15,148"
186,The Nest,9/18/2020,2020,IFC Films,Drama,"$137,852","15,016"
187,Beneath Us,3/6/2020,2020,NME,Horror,"$137,260","14,952"
188,Ashfall,12/20/2019,2020,CJ Entertainment,Action,"$136,379","14,856"
189,The Times of Bill Cunningham,2/14/2020,2020,Greenwich,Documentary,"$134,288","14,628"
190,Fantastic Fungi,9/20/2019,2020,Area 23a,Documentary,"$129,130","14,066"
191,Alita: Battle Angel,2/14/2019,2020,20th Century Fox,Action,"$128,000","13,943"
192,Saint Frances,2/28/2020,2020,Oscilloscope Pict…,Multiple Genres,"$127,275","13,864"
193,Corpus Christi,2/14/2020,2020,Film Movement,Drama,"$127,240","13,860"
194,The Man Standing Next,1/24/2020,2020,Capelight Pictures,Thriller/Suspense,"$113,527","12,366"
195,Murder in the Woods,8/14/2020,2020,Rezinate Entertai…,Horror,"$109,299","11,906"
196,The Muppet Christmas Carol,12/11/1992,2020,Walt Disney,Comedy,"$105,400","11,481"
197,Hope Gap,3/6/2020,2020,Roadside Attractions,Drama,"$104,732","11,408"
198,Honeyland,7/26/2019,2020,Neon,Documentary,"$102,719","11,189"
199,Citizen K,11/22/2019,2020,Greenwich,Documentary,"$101,762","11,085"
200,Archenemy,12/11/2020,2020,RLJ Entertainment,Action,"$101,360","11,041"
1,Spider-Man: No Way Home,12/17/2021,2021,Sony Pictures,Action,"$572,984,769","56,340,685"
2,Shang-Chi and the Legend of…,9/3/2021,2021,Walt Disney,Action,"$224,543,292","22,078,986"
3,Venom: Let There be Carnage,10/1/2021,2021,Sony Pictures,Action,"$212,609,036","20,905,510"
4,Black Widow,7/9/2021,2021,Walt Disney,Action,"$183,651,655","18,058,176"
5,F9: The Fast Saga,6/25/2021,2021,Universal,Action,"$173,005,945","17,011,401"
6,Eternals,11/5/2021,2021,Walt Disney,Action,"$164,694,432","16,194,143"
7,No Time to Die,10/8/2021,2021,United Artists,Action,"$160,772,007","15,808,456"
8,A Quiet Place: Part II,5/28/2021,2021,Paramount Pictures,Horror,"$160,215,764","15,753,762"
9,Ghostbusters: Afterlife,11/19/2021,2021,Sony Pictures,Comedy,"$122,378,960","12,033,329"
10,Free Guy,8/13/2021,2021,20th Century Studios,Action,"$121,626,598","11,959,351"
11,Jungle Cruise,7/30/2021,2021,Walt Disney,Adventure,"$116,987,516","11,503,197"
12,Dune,10/22/2021,2021,Warner Bros.,Action,"$107,176,143","10,538,460"
13,Godzilla vs. Kong,3/31/2021,2021,Warner Bros.,Action,"$100,916,094","9,922,920"
14,Halloween Kills,10/15/2021,2021,Universal,Horror,"$92,002,155","9,046,426"
15,Encanto,11/24/2021,2021,Walt Disney,Adventure,"$90,628,329","8,911,340"
16,Cruella,5/28/2021,2021,Walt Disney,Comedy,"$86,103,234","8,466,395"
17,Sing 2,12/22/2021,2021,Universal,Musical,"$76,483,155","7,520,468"
18,Space Jam: A New Legacy,7/16/2021,2021,Warner Bros.,Comedy,"$70,592,228","6,941,222"
19,The Conjuring: The Devil Ma…,6/4/2021,2021,Warner Bros.,Horror,"$65,631,050","6,453,397"
20,Candyman,8/27/2021,2021,Universal,Horror,"$61,186,570","6,016,379"
21,The Boss Baby: Family Business,7/2/2021,2021,Universal,Adventure,"$57,300,280","5,634,246"
22,The Addams Family 2,10/1/2021,2021,United Artists,Adventure,"$56,489,153","5,554,488"
23,The Suicide Squad,8/6/2021,2021,Warner Bros.,Action,"$55,817,425","5,488,439"
24,Raya and the Last Dragon,3/5/2021,2021,Walt Disney,Adventure,"$54,723,032","5,380,829"
25,Demon Slayer The Movie: Mug…,4/23/2021,2021,FUNimation,Adventure,"$49,888,502","4,905,457"
26,House of Gucci,11/24/2021,2021,United Artists,Drama,"$49,023,527","4,820,405"
27,Clifford the Big Red Dog,11/10/2021,2021,Paramount Pictures,Adventure,"$48,947,356","4,812,916"
28,Old,7/23/2021,2021,Universal,Thriller/Suspense,"$48,276,510","4,746,953"
29,Tom and Jerry,2/26/2021,2021,Warner Bros.,Adventure,"$46,536,687","4,575,879"
30,The Forever Purge,7/2/2021,2021,Universal,Horror,"$44,539,245","4,379,473"
31,Mortal Kombat,4/23/2021,2021,Warner Bros.,Action,"$42,326,031","4,161,852"
32,Peter Rabbit 2: The Runaway,6/11/2021,2021,Sony Pictures,Adventure,"$40,501,717","3,982,470"
33,PAW Patrol: The Movie,8/20/2021,2021,Paramount Pictures,Adventure,"$40,127,371","3,945,661"
34,The Hitman’s Wife’s Bodygua…,6/16/2021,2021,Lionsgate,Comedy,"$38,014,727","3,737,928"
35,Don’t Breathe 2,8/13/2021,2021,Sony Pictures,Horror,"$32,638,038","3,209,247"
36,In the Heights,6/10/2021,2021,Warner Bros.,Musical,"$29,975,167","2,947,411"
37,Snake Eyes: G.I. Joe Origins,7/23/2021,2021,Paramount Pictures,Action,"$28,264,325","2,779,186"
38,West Side Story,12/10/2021,2021,20th Century Studios,Musical,"$28,169,248","2,769,838"
39,The Matrix Resurrections,12/22/2021,2021,Warner Bros.,Action,"$28,134,634","2,766,434"
40,Nobody,3/26/2021,2021,Universal,Thriller/Suspense,"$27,568,035","2,710,721"
41,Wrath of Man,5/7/2021,2021,United Artists,Action,"$27,466,489","2,700,736"
42,The Croods: A New Age,11/25/2020,2021,Universal,Adventure,"$26,234,535","2,579,600"
43,Escape Room: Tournament of …,7/16/2021,2021,Sony Pictures,Horror,"$25,314,753","2,489,160"
44,Respect,8/13/2021,2021,United Artists,Drama,"$24,278,399","2,387,256"
45,Wonder Woman 1984,12/25/2020,2021,Warner Bros.,Action,"$23,791,725","2,339,403"
46,Spiral,5/14/2021,2021,Lionsgate,Horror,"$23,216,862","2,282,877"
47,Ron’s Gone Wrong,10/22/2021,2021,20th Century Studios,Adventure,"$23,009,270","2,262,465"
48,Spirit Untamed,6/4/2021,2021,Universal,Adventure,"$17,716,215","1,742,007"
49,The Green Knight,7/30/2021,2021,A24,Adventure,"$17,173,321","1,688,625"
50,Resident Evil: Welcome to R…,11/24/2021,2021,Sony Pictures,Horror,"$16,923,891","1,664,099"
51,The King’s Man,12/22/2021,2021,20th Century Studios,Action,"$16,258,724","1,598,695"
52,The French Dispatch,10/22/2021,2021,Searchlight Pictures,Comedy,"$15,976,770","1,570,971"
53,The Marksman,1/15/2021,2021,Open Road,Action,"$15,566,093","1,530,589"
54,The Unholy,4/2/2021,2021,Sony Pictures,Horror,"$15,532,137","1,527,250"
55,The Little Things,1/29/2021,2021,Warner Bros.,Thriller/Suspense,"$15,342,746","1,508,628"
56,Dear Evan Hansen,9/24/2021,2021,Universal,Musical,"$15,002,646","1,475,186"
57,King Richard,11/19/2021,2021,Warner Bros.,Drama,"$14,730,278","1,448,405"
58,Stillwater,12/31/2020,2021,Focus Features,Drama,"$14,465,535","1,422,373"
59,Malignant,9/10/2021,2021,Warner Bros.,Horror,"$13,391,791","1,316,794"
60,Christmas with the Chosen: …,12/1/2021,2021,Fathom Events,Concert/Perfor…,"$13,388,000","1,316,420"
61,Chaos Walking,3/5/2021,2021,Lionsgate,Action,"$13,287,908","1,306,579"
62,American Underdog: The Kurt…,12/25/2021,2021,Lionsgate,Drama,"$12,213,600","1,200,944"
63,The Last Duel,10/15/2021,2021,20th Century Studios,Drama,"$10,853,945","1,067,251"
64,Antlers,10/29/2021,2021,Searchlight Pictures,Horror,"$10,619,670","1,044,215"
65,Cry Macho,9/17/2021,2021,Warner Bros.,Drama,"$10,310,734","1,013,838"
66,Monster Hunter,12/18/2020,2021,Sony Pictures,Action,"$10,144,067","997,450"
67,Last Night in Soho,10/29/2021,2021,Focus Features,Thriller/Suspense,"$10,127,625","995,833"
68,My Hero Academia: World Her…,10/29/2021,2021,FUNimation,Adventure,"$9,767,647","960,437"
69,News of the World,12/25/2020,2021,Universal,Western,"$8,951,155","880,153"
70,The Many Saints of Newark,10/1/2021,2021,Warner Bros.,Drama,"$8,237,403","809,971"
71,Dazed and Confused,9/24/1993,2021,Universal,Comedy,"$7,961,889","782,879"
72,Nightmare Alley,12/17/2021,2021,Searchlight Pictures,Thriller/Suspense,"$7,580,143","745,343"
73,The Protégé,8/20/2021,2021,Lionsgate,Action,"$7,446,823","732,234"
74,Those Who Wish Me Dead,5/14/2021,2021,Warner Bros.,Thriller/Suspense,"$7,407,200","728,338"
75,The Night House,8/20/2021,2021,Searchlight Pictures,Horror,"$7,100,581","698,188"
76,Spencer,11/5/2021,2021,Neon,Drama,"$7,086,632","696,817"
77,Belfast,11/12/2021,2021,Focus Features,Drama,"$6,885,925","677,082"
78,The Courier,3/19/2021,2021,Roadside Attractions,Thriller/Suspense,"$6,613,432","650,288"
79,Licorice Pizza,11/26/2021,2021,United Artists,Drama,"$6,382,891","627,619"
80,Judas and the Black Messiah,2/12/2021,2021,Warner Bros.,Drama,"$5,478,009","538,644"
81,Roadrunner: A Film About An…,7/16/2021,2021,Focus Features,Documentary,"$5,354,970","526,546"
82,Promising Young Woman,12/25/2020,2021,Focus Features,Black Comedy,"$5,252,785","516,498"
83,CopShop,9/17/2021,2021,Open Road,Action,"$5,213,243","512,609"
84,Zola,6/30/2021,2021,A24,Black Comedy,"$4,844,399","476,342"
85,Separation,4/30/2021,2021,Open Road,Horror,"$4,509,143","443,376"
86,Boogie,3/5/2021,2021,Focus Features,Drama,"$4,178,620","410,877"
87,A Journal for Jordan,12/10/2021,2021,Sony Pictures,Drama,"$3,905,919","384,063"
88,Reminiscence,8/20/2021,2021,Warner Bros.,Thriller/Suspense,"$3,900,193","383,500"
89,12 Mighty Orphans,6/11/2021,2021,Sony Pictures Cla…,Drama,"$3,688,723","362,706"
90,Fatale,12/18/2020,2021,Lionsgate,Thriller/Suspense,"$3,217,203","316,342"
91,Pig,7/16/2021,2021,Neon,Drama,"$3,186,667","313,339"
92,The Girl Who Believes In Mi…,4/2/2021,2021,Atlas Distribution,Drama,"$3,163,362","311,048"
93,Voyagers,4/9/2021,2021,Lionsgate,Thriller/Suspense,"$3,149,935","309,728"
94,Minari,12/11/2020,2021,A24,Drama,"$2,964,816","291,525"
95,Dream Horse,5/21/2021,2021,Bleecker Street,Drama,"$2,913,328","286,462"
96,The House Next Door: Meet t…,6/11/2021,2021,HEFG Releasing,Comedy,"$2,893,660","284,529"
97,Here Today,5/7/2021,2021,Sony Pictures,Comedy,"$2,807,494","276,056"
98,Finding You,5/14/2021,2021,Roadside Attractions,Drama,"$2,753,985","270,794"
99,Lamb,10/8/2021,2021,A24,Horror,"$2,676,410","263,167"
100,The Card Counter,9/10/2021,2021,Focus Features,Thriller/Suspense,"$2,652,315","260,798"
101,Land,2/12/2021,2021,Focus Features,Drama,"$2,577,830","253,474"
102,The War with Grandpa,10/9/2020,2021,101 Studios,Comedy,"$2,416,285","237,589"
103,The Eyes of Tammy Faye,9/17/2021,2021,Searchlight Pictures,Drama,"$2,404,127","236,394"
104,"Summer of Soul (…Or, When t…",7/2/2021,2021,Searchlight Pictures,Documentary,"$2,320,649","228,185"
105,Scoob!,5/15/2020,2021,Warner Bros.,Adventure,"$2,188,425","215,184"
106,Nomadland,2/19/2021,2021,Searchlight Pictures,Drama,"$2,180,000","214,356"
107,After We Fell,9/10/2021,2021,Vertical Entertai…,Drama,"$2,170,750","213,446"
108,The Father,3/12/2021,2021,Sony Pictures Cla…,Drama,"$2,120,992","208,553"
109,C’mon C’mon,11/19/2021,2021,A24,Drama,"$1,985,585","195,239"
110,Queen Bees,6/18/2021,2021,Gravitas Ventures,Comedy,"$1,926,706","189,449"
111,Show Me the Father,9/10/2021,2021,Sony Pictures,Documentary,"$1,803,226","177,308"
112,Profile,5/14/2021,2021,Focus Features,Thriller/Suspense,"$1,744,740","171,558"
113,Titane,10/1/2021,2021,Neon,Horror,"$1,442,988","141,886"
114,Together Together,4/23/2021,2021,Bleecker Street,Comedy,"$1,436,324","141,231"
