Original title,Producing country,Production year,Directors,Admissions 1996-1996,Total EU27+GB since 1996
Whale Rider,"NZ, DE",2002,Niki Caro,1 033 710,1 334 594
Hable con Ella,ES,2002,Pedro Almodóvar,1 016 511,7 200 646
Pupendo,CZ,2003,Jan Hrebejk,1 009 445,1 044 933
Nirgendwo in Afrika,DE,2001,Caroline Link, 980 272,2 481 172
Unfaithful,US,2002,Adrian Lyne, 979 307,7 194 848
Ma che colpa abbiamo noi,IT,2003,Carlo Verdone, 958 218, 958 966
Elephant,US,2003,Gus Van Sant, 947 852,1 251 365
Jian gui,"HK, SG, TH, GB",2002,"Oxide Chun Pang, Danny Pang", 943 569, 993 471
Mais qui a tué Pamela Rose?,FR,2003,Eric Lartigau, 942 852,1 225 444
L'auberge espagnole,"FR, ES",2001,Cédric Klapisch, 941 916,4 676 504
Gomez et Tavarès,FR,2003,Gilles Paquet-Brenner, 931 320,1 141 113
Planta 4a,ES,2002,Antonio Mercero, 930 970,1 174 300
Veronica Guerin,"US, IE, GB",2003,Joel Schumacher, 929 123, 940 644
Michel Vaillant,FR,2003,Louis-Pascal Couvelaire, 922 114,1 138 658
Cabin Fever,US,2002,Eli Roth, 910 731,1 172 154
Tenkû no shiro Rapyuta,JP,1986,Hayao Miyazaki, 907 487,1 122 538
Stara Baśń. Kiedy slonce bylo bogiem,PL,2003,Jerzy Hoffman, 900 550, 907 887
Ondskan,"SE, DK",2003,Mikael Håfström, 892 573,1 152 940
Transporter,"FR, US",2002,"Louis Leterrier, Corey Yuen", 878 502,1 740 885
The Lizzie McGuire Movie,US,2003,Jim Fall, 863 169, 867 614
In the Cut,US,2003,Jane Campion, 862 636,1 776 528
Die wilden Kerle,DE,2003,Joachim Masannek, 835 175, 980 992
Road to Perdition,US,2002,Sam Mendes, 828 905,7 683 740
Blue Crush,US,2002,John Stockwell, 820 320, 820 349
Till Eulenspiegel,"DE, BE, GB",2003,Eberhard Junkersdorf, 811 549, 872 487
Io non ho paura,"IT, ES, GB",2003,Gabriele Salvatores, 797 792,1 093 975
Punch-Drunk Love,US,2002,Paul Thomas Anderson, 766 975, 781 029
Le papillon,FR,2002,Philippe Muyl, 761 473,1 366 725
Agent Cody Banks,"US, CA",2003,Harald Zwart, 760 849, 764 824
Bon voyage,FR,2003,Jean-Paul Rappeneau, 756 754, 970 822
Mies vailla menneisyyttä,"FI, DE, FR",2002,Aki Kaurismäki, 753 599,2 124 208
Ice Age,US,2002,"Chris Wedge, Carlos Saldanha", 752 396,23 578 458
Je reste !,FR,2003,Diane Kurys, 751 529, 793 119
My Life Without Me,"ES, CA",2003,Isabel Coixet, 749 538,1 016 023
De schippers van de Kameleon,NL,2003,"Steven de Jong, Marc Willard", 744 641, 744 641
The Lord of the Rings: The Fellowship of the Ring,"US, NZ",2001,Peter Jackson, 722 304,61 756 026
Anatomie 2,DE,2003,Stefan Ruzowitzky, 718 935, 718 935
Brother Bear,US,2003,"Aaron Blaise, Robert Walker", 718 534,16 586 077
Darkness,ES,2002,Jaume Balagueró, 718 468,1 684 442
Boat Trip,"US, DE",2002,Mort Nathan, 698 031, 928 607
Monsieur Ibrahim et les fleurs du Coran,FR,2003,François Dupeyron, 692 855,1 875 249
Los lunes al sol,"ES, FR, IT",2001,Fernando León de Aranoa, 690 920,2 455 171
City by the Sea,US,2002,Michael Caton-Jones, 683 963, 745 011
Te doy mis ojos,ES,2003,Icíar Bollaín, 682 267,1 270 517
Van Wilder,"US, DE",2002,Walt Becker, 677 915,2 328 440
Ripoux 3,FR,2003,Claude Zidi, 667 640, 850 471
La meglio gioventù,IT,2003,Marco Tullio Giordana, 663 975,1 213 905
Shrek 2,US,2004,"Andrew Adamson, Kelly Asbury, Conrad Vernon",43 087 727,44 634 797
Harry Potter and the Prisoner of Azkaban,"GBinc, US",2004,Alfonso Cuarón,40 542 549,40 798 984
Troy,"US, GB, MT",2004,Wolfgang Petersen,27 732 974,27 754 221
The Lord of the Rings: The Return of the King,"US, NZ",2003,Peter Jackson,27 003 962,55 180 881
Spider-Man 2,US,2004,Sam Raimi,26 744 770,26 761 862
The Incredibles,US,2004,Brad Bird,23 663 652,28 693 618
The Day After Tomorrow,US,2004,Roland Emmerich,23 644 901,23 655 147
The Last Samurai,"US, NZ, JP",2003,Edward Zwick,19 632 682,19 637 169
The Passion of the Christ,US,2004,Mel Gibson,19 212 345,19 238 854
Bridget Jones: The Edge of Reason,"GBinc, US, FR",2004,Beeban Kidron,17 046 179,20 419 952
Brother Bear,US,2003,"Aaron Blaise, Robert Walker",15 849 812,16 586 077
Shark Tale,US,2004,"Bibo Bergeron, Vicky Jenson, Rob Letterman",15 404 138,17 778 596
"I, Robot",US,2004,Alex Proyas,15 217 885,15 224 699
Van Helsing,"US, CZ",2004,Stephen Sommers,13 278 645,13 281 589
The Village,US,2004,M. Night Shyamalan,12 660 997,12 686 626
Something's Gotta Give,US,2003,Nancy Meyers,11 702 920,11 705 006
Garfield,US,2004,Peter Hewitt,11 445 311,11 633 275
King Arthur,"GBinc, US, IE",2004,Antoine Fuqua,11 145 950,11 163 128
(T)Raumschiff Surprise - Periode 1,DE,2004,Michael Herbig,10 731 881,10 763 531
Les choristes,"FR, CH, DE",2004,Christophe Barratier,10 324 183,12 166 971
Scary Movie 3,US,2003,David Zucker,10 235 512,11 348 525
Fahrenheit 9/11,US,2004,Michael Moore,9 390 055,9 407 446
Terminal,US,2004,Steven Spielberg,9 063 752,9 109 660
Collateral,US,2004,Michael Mann,8 701 188,8 739 133
Kill Bill: Vol. 2,US,2004,Quentin Tarantino,8 276 992,8 300 185
Starsky & Hutch,US,2004,Todd Phillips,8 201 657,8 202 368
Scooby Doo 2: Monsters Unleashed,US,2004,Raja Gosnell,8 175 801,8 179 612
The Bourne Supremacy,"US, DE",2004,Paul Greengrass,8 131 119,8 157 239
Lost in Translation,"US, JP",2003,Sofia Coppola,8 056 797,8 327 266
Along Came Polly,US,2004,John Hamburg,7 961 395,7 961 842
Ocean's Twelve,"US, AU",2004,Steven Soderbergh,7 932 260,16 746 377
Gothika,US,2003,Mathieu Kassovitz,7 859 991,7 860 447
Polar Express,US,2004,Robert Zemeckis,7 587 017,10 145 193
Sieben Zwerge,DE,2004,Sven Unterwaldt Jr.,7 319 308,7 901 177
National Treasure,US,2004,Jon Turteltaub,7 073 666,11 554 514
The Haunted Mansion,US,2003,Rob Minkoff,7 066 733,7 070 706
Mona Lisa Smile,US,2003,Mike Newell,6 919 660,7 304 779
Cold Mountain,"US, GB, RO, IT",2003,Anthony Minghella,6 746 872,6 828 524
Finding Nemo,US,2003,"Andrew Stanton, Lee Unkrich",6 459 140,46 121 059
Home on the Range,US,2004,"Will Finn, John Sanford",5 852 964,5 909 717
AVP: Alien vs. Predator,"US, GB, CZ, DE, CA",2004,Paul W.S. Anderson,5 830 121,5 884 967
50 First Dates,US,2004,Peter Segal,5 642 984,5 643 675
Peter Pan,"US, GB",2003,P.J. Hogan,5 616 750,5 920 822
Der Untergang,"DE, IT",2004,Oliver Hirschbiegel,5 385 913,9 783 680
Shall We Dance?,US,2004,Peter Chelsom,5 140 599,8 359 816
Dodgeball,US,2004,Rawson Marshall Thurber,5 040 850,5 054 573
Two Brothers,"FR, GB",2004,Jean-Jacques Annaud,4 897 605,5 029 977
Big Fish,US,2003,Tim Burton,4 821 902,4 829 525
Un long dimanche de fiançailles,"FRinc, US",2004,Jean-Pierre Jeunet,4 562 053,6 744 813
La mala educación,ES,2004,Pedro Almodóvar,4 455 395,4 581 689
School of Rock,"US, DE",2003,Richard Linklater,4 408 979,4 420 674
The Chronicles of Riddick,US,2004,David Twohy,4 354 821,4 363 437
The Ladykillers,US,2004,"Ethan Coen, Joel Coen",4 325 777,4 327 108
G.O.R.A.,TR,2004,Ömer Faruk Sorak,4 309 397,4 354 689
Podium,"FR, BE",2004,Yann Moix,4 276 985,4 281 707
21 Grams,US,2003,Alejandro González Iñárritu,4 241 242,4 251 175
Spy Kids 3-D: Game Over,US,2003,Robert Rodriguez,4 198 997,5 964 780
Mar adentro,"ES, FR, IT",2004,Alejandro Amenábar,4 128 070,5 518 982
Cheaper by the Dozen,US,2003,Shawn Levy,4 002 868,4 731 387
Les rivières pourpres 2 - Les anges de l'apocalypse,"FR, IT, GB",2004,Olivier Dahan,3 859 667,3 872 914
The Stepford Wives,US,2004,Frank Oz,3 805 646,3 807 833
Secret Window,US,2004,David Koepp,3 700 503,3 700 584
Resident Evil: Apocalypse,"CA, GB, DE",2004,Alexander Witt,3 690 345,3 839 062
Girl with a Pearl Earring,"GB, LU",2003,Peter Webber,3 576 471,3 873 415
13 Going On 30,US,2004,Gary Winick,3 566 771,3 579 724
Hidalgo,US,2004,Joe Johnston,3 546 975,3 547 693
Mean Girls,US,2004,Mark Waters,3 510 850,3 840 183
Dawn of the Dead,US,2004,Zack Snyder,3 469 298,3 473 187
Love Actually,"GBinc, US, FR",2003,Richard Curtis,3 465 721,16 604 666
Eternal Sunshine of the Spotless Mind,US,2004,Michel Gondry,3 344 415,3 591 428
Diarios de Motocicleta,"US, GB, FR, DE, AR, PE, CL",2004,Walter Salles,3 339 581,3 667 652
Man on Fire,"US, GB, CH, MX",2004,Tony Scott,3 335 644,3 356 289
Paycheck,US,2003,John Woo,3 313 575,3 332 008
Around the World in 80 Days,"US, GB, DE, IE",2004,Frank Coraci,3 265 019,4 976 136
Vizontele Tuuba,TR,2004,Yilmaz Erdogan,3 249 282,3 249 291
Hellboy,US,2004,Guillermo del Toro,3 095 895,3 100 044
White Chicks,US,2004,Keenen Ivory Wayans,3 032 251,3 052 207
Honey,US,2003,Bille Woodruff,3 019 699,3 449 352
Catwoman,"US, AU",2004, Pitof,3 019 361,3 020 604
Master and Commander: The Far Side of the World,US,2003,Peter Weir,3 012 339,9 477 389
Les 11 commandements,FR,2004,"François Desagnat, Thomas Sorriaux, Steven Ada",3 012 027,3 021 245
Exorcist: The Beginning,US,2004,Renny Harlin,2 964 498,3 059 977
The Butterfly Effect,"US, CA",2004,"Eric Bress, J. Mackye Gruber",2 940 196,2 943 028
Lemony Snicket's A Series of Unfortunate Events,US,2004,Brad Silberling,2 898 401,6 342 760
Taking Lives,"US, CA",2004,D.J. Caruso,2 850 292,2 850 775
The Forgotten,US,2004,Joseph Ruben,2 838 867,3 191 840
Il paradiso all'improvviso,IT,2003,Leonardo Pieraccioni,2 798 436,4 828 061
Monster,"US, DE",2003,Patty Jenkins,2 797 319,2 802 015
Runaway Jury,US,2003,Gary Fleder,2 720 950,2 725 599
L'enquête corse,FR,2004,Alain Berberian,2 627 250,2 776 056
Stuck On You,US,2003,"Bobby Farrelly, Peter Farrelly",2 608 951,2 662 810
The Cat in the Hat,US,2003,Bo Welch,2 604 101,2 605 169
The Manchurian Candidate,US,2004,Jonathan Demme,2 593 963,2 641 199
The Phantom of the Opera,"GBinc, US",2004,Joel Schumacher,2 374 405,4 594 345
Looney Tunes: Back in Action,US,2003,"Joe Dante, Eric Goldberg",2 357 883,3 995 358
Open Water,US,2003,Chris Kentis,2 332 438,2 351 035
Christmas in Love,IT,2004,Neri Parenti,2 279 829,3 232 703
Calendar Girls,"GBinc, US",2003,Nigel Cole,2 247 928,7 517 043
Comme une image,"FR, IT",2004,Agnès Jaoui,2 231 339,2 416 298
The Princess Diaries 2,US,2004,Garry Marshall,2 230 333,2 593 724
Freaky Friday,US,2003,Mark Waters,2 145 354,4 740 833
The Grudge,"US, JP, DE",2004,Takashi Shimizu,2 136 037,5 912 947
Blade: Trinity,US,2004,David S. Goyer,2 114 877,5 865 746
Wimbledon,"GB, FR",2004,Richard Loncraine,2 036 683,2 137 966
RRRrrrr !!!,FR,2004,Alain Chabat,2 025 439,2 029 079
Mariages!,FR,2004,Valérie Guignabodet,2 011 189,2 014 588
Alexander,"US, GB, NL, FR, DE",2004,Oliver Stone,1 987 330,9 608 983
Dirty Dancing: Havana Nights,US,2004,Guy Ferland,1 982 388,1 987 712
Der Wixxer,DE,2004,Tobi Baumann,1 970 873,1 970 873
Deep Blue,"GB, DE",2003,"Alastair Fothergill, Andy Byatt",1 957 667,2 100 715
Tu la conosci Claudia?,IT,2004,Massimo Venier,1 923 297,2 905 245
Non ti muovere,"IT, ES, GB",2004,Sergio Castellitto,1 910 027,1 994 014
Double zéro,"FR, GB",2004,Gérard Pirès,1 898 606,1 942 660
Hababam sinifi merhaba,TR,2004,Kartal Tibet,1 895 029,1 895 029
Kill Bill: Vol. 1,US,2003,Quentin Tarantino,1 881 822,9 775 895
The Rundown,US,2003,Peter Berg,1 822 093,1 830 501
Torque,"US, AU",2004,Joseph Kahn,1 787 755,1 788 142
Les Dalton,"FR, DE, ES",2004,Philippe Haïm,1 767 147,2 236 450
36 Quai des Orfèvres,FR,2004,Olivier Marchal,1 732 324,2 215 588
Ying xiong,"CN, HK, AU",2002,Zhang Yimou,1 728 300,3 779 662
The Punisher,US,2004,Jonathan Hensleigh,1 677 353,1 678 042
Twisted,"US, DE",2004,Philip Kaufman,1 676 067,1 679 392
Godsend,"US, CA",2004,Nick Hamm,1 642 019,1 765 616
Christmas with the Kranks,US,2004,Joe Roth,1 623 902,1 686 860
Nigdy w zyciu!,PL,2004,Ryszard Zatorski,1 620 307,1 623 935
Saw,US,2004,James Wan,1 619 509,4 263 858
Gegen die Wand,DE,2004,Fatih Akin,1 614 106,1 920 747
Shaun of the Dead,"GB, FR",2004,Edgar Wright,1 584 254,1 830 786
Mindhunters,"US, GB, FI, NL",2004,Renny Harlin,1 581 249,2 111 383
Isi + Disi,ES,2004,Chema de la Peña,1 578 671,1 579 355
Bad Santa,US,2003,Terry Zwigoff,1 560 949,1 603 441
Out of Time,US,2003,Carl Franklin,1 517 039,1 583 390
Malabar Princess,FR,2004,Gilles Legrand,1 476 445,1 483 750
The Girl Next Door,US,2004,Luke Greenfield,1 472 710,1 630 084
L'amore è eterno finché dura,IT,2004,Carlo Verdone,1 472 298,1 472 610
Lauras Stern,"DE, BG",2004,"Piet de Rycker, Thilo Rothkirch",1 456 603,1 876 483
El lobo,ES,2004,Miguel Courtois,1 422 719,1 612 068
Thunderbirds,"GBinc, US, FR",2004,Jonathan Frakes,1 363 744,1 365 564
Bride and Prejudice,"GB, US",2004,Gurinder Chadha,1 337 767,1 793 040
Bibi Blocksberg und das Geheimnis der blauen Eulen,DE,2004,Franziska Buch,1 334 023,1 550 099
Le Barzellette,IT,2004,Carlo Vanzina,1 302 964,1 303 011
Ong-bak,TH,2003,Prachya Pinkaew,1 257 723,1 670 668
Luther,DE,2003,Eric Till,1 246 294,4 027 574
Underworld,"GB, HU, US, DE",2003,Len Wiseman,1 232 145,4 087 115
Anacondas: The Hunt for the Blood Orchid,US,2004,Dwight H. Little,1 221 655,1 310 277
Open Range,US,2003,Kevin Costner,1 207 062,1 212 621
Cellular,US,2004,David R. Ellis,1 197 806,1 632 882
Cold Creek Manor,"US, CA",2003,Mike Figgis,1 193 035,1 195 193
Arsène Lupin,"FR, GB, ES, IT",2004,Jean-Paul Salomé,1 191 882,1 355 893
Mystic River,US,2003,Clint Eastwood,1 180 715,5 108 355
Vipère au poing,"FR, GB",2004,Philippe de Broca,1 167 749,1 174 233
Så som i himmelen,"SE, DK",2004,Kay Pollak,1 161 427,3 542 871
Sky Captain and the World of Tomorrow,"US, IT, GB",2004,Kerry Conran,1 152 529,1 507 040
A Cinderella Story,"US, CA",2004,Mark Rosman,1 150 984,1 151 211
Confidences trop intimes,FR,2004,Patrice Leconte,1 147 898,1 534 720
The Texas Chainsaw Massacre,US,2003,Marcus Nispel,1 146 769,2 793 982
Laws of Attraction,"US, IE, GB",2004,Peter Howitt,1 141 708,1 289 660
Neredesin Firuze,TR,2004,Ezel Akay,1 129 205,1 129 205
Immortel (ad vitam),"FR, GB, IT",2004,Enki Bilal,1 112 810,1 159 674
Alfie,"US, GB",2004,Charles Shyer,1 107 481,1 810 037
Monsieur Ibrahim et les fleurs du Coran,FR,2003,François Dupeyron,1 104 899,1 875 249
Les invasions barbares,"CA, FR",2003,Denys Arcand,1 097 778,2 666 175
Duplex,US,2003,Danny DeVito,1 062 657,1 065 403
Under the Tuscan Sun,"US, IT",2003,Audrey Wells,1 057 565,1 143 926
Le dernier trappeur,"FR, CA, DE, IT",2004,Nicolas Vanier,1 050 152,2 528 077
Super Size Me,US,2004,Morgan Spurlock,1 045 163,1 156 499
The Notebook,US,2004,Nick Cassavetes,1 041 939,1 122 523
"Good Bye, Lenin!",DE,2003,Wolfgang Becker,1 029 820,10 818 649
Che ne sarà di noi,IT,2004,Giovanni Veronesi,1 020 829,1 021 471
Agents secrets,"FR, ES, IT",2004,Frédéric Schoendoerffer,1 010 006,1 068 886
Shi mian mai fu,"CN, HK",2004,Zhang Yimou, 998 163,2 508 250
Layer Cake,GB,2004,Matthew Vaughn, 990 916,1 065 612
Before Sunset,US,2004,Richard Linklater, 974 773,1 020 997
Banlieue 13,FR,2004,Pierre Morel, 961 693,1 076 802
Ils se marièrent et eurent beaucoup d'enfants,FR,2004,Yvan Attal, 955 941, 958 987
Die Geschichte vom weinenden Kamel,"DE, MN",2003,"Byambasuren Davaa, Luigi Falorni", 914 622,1 200 107
In the Cut,US,2003,Jane Campion, 911 926,1 776 528
Taxi,"US, FR",2004,Tim Story, 911 750,1 732 510
Une vie à t'attendre,FR,2004,Thierry Klifa, 907 531, 907 531
Timeline,US,2003,Richard Donner, 905 281,1 385 106
The Whole Ten Yards,US,2004,Howard Deutch, 903 976, 913 902
The Human Stain,"US, DE, FR",2003,Robert Benton, 901 507,2 180 029
Blueberry,"FR, GB, MX",2004,Jan Kounen, 896 875, 953 012
You Got Served,US,2004,Chris Stokes, 889 712,1 287 126
Bom yeoreum gaeul gyeoul geurigo bom,"KR, DE",2003,Ki-duk Kim, 887 772, 975 894
People,"FR, ES",2004,Fabien Onteniente, 885 318, 937 699
The Missing,US,2003,Ron Howard, 879 125, 879 172
Okul,TR,2004,"Durul Taylan, Yagmur Taylan", 878 285, 878 285
Birth,US,2004,Jonathan Glazer, 853 589,1 636 842
Crimen ferpecto,"ES, IT",2004,Álex de la Iglesia, 851 492,1 305 522
Le chiavi di casa,"IT, DE, FR",2004,Gianni Amelio, 851 390, 928 565
Nathalie ...,"FR, ES",2003,Anne Fontaine, 848 159, 880 033
Finding Neverland,"US, GB",2004,Marc Forster, 845 777,4 915 573
Das Sams in Gefahr,DE,2003,Ben Verbong, 834 648,1 251 478
The Prince & Me,"US, CZ",2004,Martha Coolidge, 831 373, 831 668
5X2 cinq fois deux,FR,2004,François Ozon, 814 942,1 150 178
S.W.A.T.,US,2003,Clark Johnson, 795 868,5 667 096
Touching the Void,GB,2003,Kevin Macdonald, 794 727, 990 172
Coffee and Cigarettes,"US, JP, IT",2003,Jim Jarmusch, 782 057, 861 501
Melinda and Melinda,US,2004,Woody Allen, 770 163,1 905 026
Harry Potter and the Goblet of Fire,"GBinc, US",2005,Mike Newell,41 130 450,44 583 854
Star Wars: Episode III - Revenge of the Sith,US,2005,George Lucas,33 032 427,33 035 482
Madagascar,US,2005,"Eric Darnell, Tom McGrath",29 924 096,30 083 590
War of the Worlds,US,2005,Steven Spielberg,24 080 204,24 085 094
Charlie and the Chocolate Factory,"US, GB",2005,Tim Burton,20 814 729,20 987 094
Meet the Fockers,US,2004,Jay Roach,20 298 531,20 300 717
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","US, NZ",2005,Andrew Adamson,19 664 940,32 425 129
Mr. and Mrs. Smith,US,2004,Doug Liman,18 349 144,18 452 835
Hitch,US,2005,Andy Tennant,16 135 427,16 135 923
King Kong,"US, NZ",2005,Peter Jackson,15 085 247,20 208 894
Wallace & Gromit in The Curse of the Were-Rabbit,"GBinc, US",2005,"Steve Box, Nick Park",13 251 997,14 014 825
Kingdom of Heaven,"GBinc, US, DE, ES",2005,Ridley Scott,12 151 993,12 161 821
Fantastic Four,"US, DE",2005,Tim Story,11 453 878,11 547 260
Sahara,"US, GB, DE, ES",2005,Breck Eisner,11 001 212,11 003 209
Batman Begins,"US, GB",2005,Christopher Nolan,10 995 108,11 079 057
Million Dollar Baby,US,2004,Clint Eastwood,10 735 720,10 753 942
Robots,US,2005,"Chris Wedge, Carlos Saldanha",9 719 572,9 732 818
Flightplan,US,2005,Robert Schwentke,8 964 691,9 087 046
Ocean's Twelve,"US, AU",2004,Steven Soderbergh,8 812 411,16 746 377
The Aviator,"US, JP",2004,Martin Scorsese,8 615 841,8 621 206
Constantine,US,2005,Francis Lawrence,7 912 351,7 912 787
The Interpreter,"US, GB, FR",2005,Sydney Pollack,7 694 084,7 704 626
Sin City,US,2005,"Quentin Tarantino, Frank Miller, Robert Rodriguez",7 663 578,7 677 597
The Island,US,2005,Michael Bay,7 624 303,7 642 877
Alexander,"US, GB, NL, FR, DE",2004,Oliver Stone,7 615 586,9 608 983
Legend of Zorro,US,2005,Martin Campbell,7 505 063,7 544 622
Chicken Little,US,2005,Mark Dindal,6 845 411,14 417 119
Herbie: Fully Loaded,US,2005,Angela Robinson,6 752 552,6 769 832
The Ring 2,US,2005,Hideo Nakata,6 561 431,6 561 666
Closer,"US, GB",2004,Mike Nichols,6 441 922,7 044 019
The Pacifier,"US, CA",2005,Adam Shankman,6 001 471,6 001 935
Wedding Crashers,US,2005,David Dobkin,5 908 641,5 917 862
Monster-in-Law,US,2005,Robert Luketic,5 880 394,5 882 924
The 40 Year Old Virgin,US,2005,Judd Apatow,5 205 338,6 030 376
The Brothers Grimm,"US, GB, CZ",2005,Terry Gilliam,5 065 054,5 148 461
The Hitchhiker's Guide to the Galaxy,"GBinc, US",2005,Garth Jennings,5 024 155,5 027 514
Bewitched,US,2005,Nora Ephron,5 023 129,5 027 578
The Incredibles,US,2004,Brad Bird,5 005 737,28 693 618
The Exorcism of Emily Rose,US,2005,Scott Derrickson,4 894 820,5 037 492
Pride and Prejudice,"GBinc, US, FR",2005,Joe Wright,4 833 233,7 944 525
Valiant,"GBinc, US",2005,Gary Chapman,4 720 410,4 745 664
Brice de Nice,FR,2005,James Huth,4 641 418,4 677 831
The Corpse Bride,"US, GB",2005,"Tim Burton, Mike Johnson",4 605 402,4 740 967
National Treasure,US,2004,Jon Turteltaub,4 449 969,11 554 514
La marche de l'empereur,FR,2004,Luc Jacquet,4 391 634,5 683 112
Der Untergang,"DE, IT",2004,Oliver Hirschbiegel,4 372 754,9 783 680
Ray,US,2004,Taylor Hackford,4 219 294,4 227 952
Oliver Twist,"FR, CZ, GB",2005,Roman Polanski,4 149 010,4 713 228
Hide and Seek,US,2005,John Polson,4 115 294,4 172 928
Finding Neverland,"US, GB",2004,Marc Forster,4 059 904,4 915 573
The SpongeBob Squarepants Movie,US,2004,"Stephen Hillenburg, Mark Osborne",3 989 729,4 551 879
Pooh's Heffalump Movie,US,2005,Frank Nissen,3 940 721,4 403 883
The Amityville Horror,US,2005,Andrew Douglas,3 930 160,3 936 637
In Her Shoes,US,2005,Curtis Hanson,3 781 185,4 022 234
The Grudge,"US, JP, DE",2004,Takashi Shimizu,3 774 474,5 912 947
Blade: Trinity,US,2004,David S. Goyer,3 750 734,5 865 746
"Torrente 3, El Protector",ES,2005,Santiago Segura,3 573 065,3 573 244
The Skeleton Key,US,2005,Iain Softley,3 557 717,3 558 718
Nanny McPhee,"GBinc, US, FR",2005,Kirk Jones,3 517 382,7 499 457
Sideways,US,2004,Alexander Payne,3 498 109,3 506 565
Hostage,"US, DE",2005,Florent-Emilio Siri,3 445 921,3 452 049
Lemony Snicket's A Series of Unfortunate Events,US,2004,Brad Silberling,3 437 645,6 342 760
Broken Flowers,"US, FR",2005,Jim Jarmusch,3 433 016,3 776 588
Miss Congeniality 2: Armed & Fabulous,US,2005,John Pasquin,3 400 030,3 400 030
Bridget Jones: The Edge of Reason,"GBinc, US, FR",2004,Beeban Kidron,3 372 196,20 419 952
Be Cool,US,2005,F. Gary Gray,3 364 341,3 364 381
Les poupées russes,"FR, GB",2005,Cédric Klapisch,3 358 452,3 410 009
Racing Stripes,"US, ZA",2005,Frederik Du Chau,3 324 504,3 344 690
Transporter 2,FR,2005,Louis Leterrier,3 299 491,3 384 429
Shall We Dance?,US,2004,Peter Chelsom,3 214 157,8 359 816
La tigre e la neve,IT,2005,Roberto Benigni,3 165 193,4 214 427
Just Like Heaven,US,2005,Mark Waters,3 145 774,4 397 926
Crash,"US, DE",2004,Paul Haggis,3 046 413,5 016 481
