Original title,Producing country,Production year,Directors,Admissions null-null,Total EU27+GB since 1996
Les aventures extraordinaires d'Adèle Blanc-Sec,FR,2010,Luc Besson,2 307 574,2 307 574
Get Him to the Greek,US,2010,Nicholas Stoller,2 257 621,2 257 621
La tête en friche,FR,2010,Jean Becker,2 239 643,2 239 643
Maschi contro femmine,IT,2010,Fausto Brizzi,2 159 667,2 159 667
Av mevsimi,TR,2010,Yavuz Turgul,2 158 510,2 158 510
Mine vaganti,IT,2010,Ferzan Ozpetek,2 147 142,2 147 142
The Last Song,US,2010,Julie Anne Robinson,2 102 203,2 102 203
Burlesque,US,2010,Steve Antin,1 919 502,1 919 502
Tooth Fairy,"US, CA",2010,Michael Lembeck,1 819 866,1 819 866
Alpha and Omega,US,2010,"Anthony Bell, Ben Gluck",1 807 568,1 807 568
Skyline,US,2010,"Colin Strause, Greg Strause",1 748 926,1 748 926
The Last Exorcism,"US, FR",2010,Daniel Stamm,1 687 329,1 687 329
Les émotifs anonymes,"FR, BE",2010,Jean-Pierre Améris,1 680 401,1 680 401
Elle s'appelait Sarah,FR,2010,Gilles Paquet-Brenner,1 678 546,1 678 546
Friendship!,"DE, US",2010,Markus Goller,1 662 229,1 662 229
The Switch,US,2010,"Josh Gordon, Will Speck",1 641 825,1 641 825
L'immortel,FR,2010,Richard Berry,1 638 382,1 638 382
Gainsbourg (Vie héroïque),FR,2010,Joann Sfar,1 633 036,1 633 036
Furry Vengeance,"US, AE",2010,Roger Kumble,1 600 581,1 600 581
Le mac,FR,2010,Pascal Bourdiaux,1 600 302,1 600 302
Tres metros sobre el cielo,ES,2010,Fernando González Molina,1 591 220,1 591 220
Buried,"ES, US, FR",2010,Rodrigo Cortés,1 588 870,1 588 870
New Kids Turbo,NL,2010,"Steffen Haars, Flip Van der Kuil",1 579 604,1 579 604
Letters to Juliet,US,2010,Gary Winick,1 573 583,1 573 583
Going the Distance,US,2010,Nanette Burstein,1 572 318,1 572 318
Tamara Drewe,GB,2010,Stephen Frears,1 567 455,1 567 455
Vorstadtkrokodile 2,DE,2010,Christian Ditter,1 535 643,1 535 643
Another Year,GB,2010,Mike Leigh,1 533 652,1 533 652
Baciami ancora,"IT, FR",2010,Gabriele Muccino,1 510 605,1 510 605
Biutiful,"MX, ES",2010,Alejandro González Iñárritu,1 507 343,1 507 343
Devil,US,2010,John Erick Dowdle,1 497 276,1 497 276
Machete,US,2010,"Ethan Maniquis, Robert Rodriguez",1 459 755,1 459 755
Tout ce qui brille,FR,2010,"Hervé Mimran, Géraldine Nakache",1 449 540,1 449 540
La chance de ma vie,"FR, BE",2010,Nicolas Cuche,1 437 756,1 437 756
Somewhere,US,2010,Sofia Coppola,1 423 528,1 423 528
L'Italien,FR,2010,Olivier Baroux,1 414 978,1 414 978
Genitori & figli:) - Agitare bene prima dell'uso,IT,2010,Giovanni Veronesi,1 407 231,1 407 231
Los ojos de Julia,ES,2010,Guillem Morales,1 385 548,1 385 548
The Crazies,"US, AE",2010,Breck Eisner,1 381 658,1 381 658
Kari-gurashi no Arietti,JP,2010,"Hiromasa Yonebayashi, Gary Rydstrom",1 378 184,1 378 184
A Natale mi sposo,IT,2010,Paolo Costella,1 369 827,1 369 827
Made in Dagenham,GB,2010,Nigel Cole,1 368 807,1 368 807
Fair Game,"US, AE",2010,Doug Liman,1 341 485,1 341 485
Ženy v pokušení,CZ,2010,Jirí Vejdelek,1 309 118,1 309 118
The Debt,"US, GB, HU",2010,John Madden,1 262 030,1 262 030
Une vie de chat,"FR, NL, CH, BE",2010,"Jean-Loup Felicioli, Alain Gagnol",1 258 156,1 258 156
L'homme qui voulait vivre sa vie,FR,2010,Eric Lartigau,1 251 997,1 251 997
Fatal,FR,2010,Michaël Youn,1 247 965,1 247 965
Le fils à Jo,FR,2010,Philippe Guillard,1 230 899,1 230 899
Scusa ma ti voglio sposare,IT,2010,Federico Moccia,1 227 147,1 227 147
Çok filim hareketler bunlar,TR,2010,Ozan Aciktan,1 223 552,1 223 552
The Kids Are All Right,"US, FR",2010,Lisa Cholodenko,1 223 147,1 223 147
Hævnen,"DK, SE, DE",2010,Susanne Bier,1 208 256,1 208 256
Vincent will meer,DE,2010,Ralf Huettner,1 193 881,1 193 881
"L'amour, c'est mieux à deux",FR,2010,"Dominique Farrugia, Arnaud Lemort",1 176 986,1 176 986
Mammuth,FR,2010,"Gustave Kervern, Benoît Delépine",1 175 990,1 175 990
Morning Glory,US,2010,Roger Michell,1 174 891,1 174 891
También la lluvia,"ES, MX, FR",2010,Icíar Bollaín,1 165 821,1 165 821
Scott Pilgrim vs. the World,"US, GB, CA, JP",2010,Edgar Wright,1 159 156,1 159 156
Que se mueran los feos,ES,2010,Nacho G. Velilla,1 127 523,1 127 523
How Do You Know,US,2010,James L. Brooks,1 098 203,1 098 203
Un balcon sur la mer,FR,2010,Nicole Garcia,1 087 676,1 087 676
Winx Club 3D: Magica Avventura,IT,2010,Iginio Straffi,1 073 747,1 073 747
Veda,TR,2010,Zülfü Livaneli,1 039 798,1 039 798
À bout portant,FR,2010,Fred Cavayé,1 039 433,1 039 433
Legion,US,2010,Scott Stewart,1 023 935,1 023 935
Hanni & Nanni,DE,2010,Christine Hartmann,1 021 017,1 021 017
She's Out of My League,US,2010,Jim Field Smith,1 005 651,1 005 651
The Spy Next Door,US,2010,Brian Levant,1 003 770,1 003 770
Śluby panieńskie,PL,2010,Filip Bajon,1 001 866,1 001 866
Otto's Eleven,DE,2010,Sven Unterwaldt Jr., 964 399, 964 399
Charlie St. Cloud,"US, CA",2010,Burr Steers, 962 727, 962 727
Ciacho,PL,2010,Patryk Vega, 956 395, 956 395
Dinner for Schmucks,US,2010,Jay Roach, 922 055, 922 055
Les invités de mon père,FR,2010,Anne Le Ny, 892 752, 892 752
Let Me In,"US, GB, SE",2010,Matt Reeves, 891 047, 891 047
Kajínek 2D,CZ,2010,Petr Jákl, 873 136, 873 136
Hot Tub Time Machine,US,2010,Steve Pink, 868 942, 868 942
Tinker Bell and the Great Fairy Rescue,US,2010,Bradley Raymond, 866 108, 866 108
Dersimiz: Atatürk,TR,2010,Hamdi Alkan, 860 645, 860 645
Last Night,"US, FR",2010,Massy Tadjedin, 856 906, 856 906
Kutsal Damacana 2: Itmen,TR,2010,Korhan Bozkurt, 856 061, 856 061
Winter's Bone,US,2010,Debra Granik, 823 306, 823 306
Four Lions,GB,2010,Christopher Morris, 820 622, 820 622
Ejder kapani,TR,2010,Ugur Yücel, 812 769, 812 769
Goethe!,DE,2010,Philipp Stölzl, 809 543, 809 543
Il reste du jambon?,FR,2010,Anne Depétrini, 801 250, 801 250
Le nom des gens,FR,2010,Michel Leclerc, 795 515, 795 515
La princesse de Montpensier,"FR, DE",2010,Bertrand Tavernier, 782 954, 782 954
Easy A,US,2010,Will Gluck, 782 761, 782 761
Happy Family,IT,2010,Gabriele Salvatores, 778 531, 778 531
La vita è una cosa meravigliosa,IT,2010,Carlo Vanzina, 777 548, 777 548
Le bruit des glaçons,FR,2010,Bertrand Blier, 776 491, 776 491
Don't Be Afraid of the Dark,"US, MX",2010,Troy Nixey, 775 994, 775 994
Beginners,US,2010,Mike Mills, 769 112, 769 112
Diary of a Wimpy Kid,US,2010,Thor Freudenthal, 768 053, 768 053
Copie conforme,"FR, IT, BE",2010,Abbas Kiarostami, 766 282, 766 282
La solitudine dei numeri primi,"IT, DE, FR",2010,Saverio Costanzo, 752 207, 752 207
London Boulevard,"US, GB",2010,William Monahan, 751 599, 751 599
Never Let Me Go,"GBinc, US",2010,Mark Romanek, 744 955, 744 955
Leap Year,"US, IE",2010,Anand Tucker, 734 892, 734 892
Snabba Cash,"SE, DE, DK",2010,Daniel Espinosa, 729 408, 729 408
Incendies,"CA, FR",2010,Denis Villeneuve, 725 609, 725 609
Intouchables,FR,2011,"Olivier Nakache, Eric Toledano",41 529 820,41 529 820
Harry Potter and the Deathly Hallows: Part 2,"GBinc, US",2011,David Yates,40 094 506,40 094 506
Pirates of the Caribbean: On Stranger Tides,US,2011,Rob Marshall,27 826 367,27 826 367
The Twilight Saga: Breaking Dawn - Part 1,US,2011,Bill Condon,25 240 152,25 240 152
The Hangover Part II,US,2011,Todd Phillips,20 925 994,20 925 994
Puss in Boots,US,2011,Chris Miller,20 251 916,20 251 916
The Smurfs,US,2011,Raja Gosnell,19 028 206,19 028 206
Sherlock Holmes: A Game of Shadows,US,2011,Guy Ritchie,17 947 607,17 947 607
The Adventures of Tintin,"US, NZ",2011,Steven Spielberg,16 509 297,16 509 297
Transformers: Dark of the Moon,US,2011,Michael Bay,15 908 421,15 908 421
Cars 2,US,2011,"John Lasseter, Brad Lewis",15 905 947,15 905 947
Fast Five,US,2011,Justin Lin,15 539 187,15 539 187
Kung Fu Panda 2,US,2011,Jennifer Yuh Nelson,14 680 305,14 680 305
Alvin and the Chipmunks: Chipwrecked,US,2011,Mike Mitchell,13 556 958,13 556 958
Rise of the Planet of the Apes,US,2011,Rupert Wyatt,12 888 348,12 888 348
Mission: Impossible - Ghost Protocol,"US, AE",2011,Brad Bird,12 845 319,12 845 319
Rio,US,2011,Carlos Saldanha,12 233 985,12 233 985
Johnny English Reborn,"GBinc, US, FR",2011,Oliver Parker,9 783 444,9 783 444
Thor,US,2011,Kenneth Branagh,8 562 633,8 562 633
X-Men: First Class,"US, GB",2011,Matthew Vaughn,8 254 269,8 254 269
The Inbetweeners Movie,GB,2011,Ben Palmer,8 238 714,8 238 714
Midnight in Paris,"US, ES",2011,Woody Allen,8 074 164,8 074 164
The Artist,"FR, BE",2011,Michel Hazanavicius,7 773 129,7 773 129
Bridesmaids,US,2011,Paul Feig,7 572 984,7 572 984
Bad Teacher,US,2011,Jake Kasdan,7 510 604,7 510 604
The Girl with the Dragon Tattoo,"US, SE",2011,David Fincher,7 453 716,7 453 716
Arthur Christmas,"GBinc, US",2011,"Sarah Smith, Barry Cook",7 010 470,7 010 470
Super 8,US,2011,J.J. Abrams,6 933 113,6 933 113
Che bella giornata,IT,2011,Gennaro Nunziante,6 871 113,6 871 113
Rango,US,2011,Gore Verbinski,6 733 537,6 733 537
In Time,US,2011,Andrew Niccol,6 464 129,6 464 129
The Descendants,US,2011,Alexander Payne,6 330 580,6 330 580
The Iron Lady,"GB, FR",2011,Phyllida Lloyd,6 122 930,6 122 930
Horrible Bosses,US,2011,Seth Gordon,6 060 286,6 060 286
Gnomeo and Juliet,"GBinc, US",2011,Kelly Asbury,5 934 996,5 934 996
The Best Exotic Marigold Hotel,"GBinc, US, UA",2011,John Madden,5 827 717,5 827 717
Mr. Popper's Penguins,US,2011,Mark Waters,5 757 869,5 757 869
Captain America: The First Avenger,US,2011,Joe Johnston,5 744 008,5 744 008
War Horse,"US, IN",2011,Steven Spielberg,5 434 110,5 434 110
Just Go with It,US,2011,Dennis Dugan,5 399 711,5 399 711
Friends with Benefits,US,2011,Will Gluck,5 399 306,5 399 306
New Year's Eve,US,2011,Garry Marshall,5 318 515,5 318 515
Immortals,US,2011,Tarsem Singh,5 211 310,5 211 310
Paranormal Activity 3,US,2011,"Henry Joost, Ariel Schulman",5 188 792,5 188 792
The Muppets,US,2011,James Bobin,5 156 002,5 156 002
Limitless,US,2011,Neil Burger,5 109 517,5 109 517
Tinker Tailor Soldier Spy,"GB, DE, FR",2011,Tomas Alfredson,5 062 897,5 062 897
Hugo,US,2011,Martin Scorsese,5 007 481,5 007 481
Kokowääh,DE,2011,"Til Schweiger, Torsten Künstler",4 829 855,4 829 855
Paul,"US, GB",2011,Greg Mottola,4 812 721,4 812 721
Happy Feet Two,AU,2011,"George Miller, Gary Eck, David Peers",4 812 613,4 812 613
Final Destination 5,US,2011,Steven Quale,4 705 806,4 705 806
Real Steel,"US, IN",2011,Shawn Levy,4 702 448,4 702 448
The Three Musketeers,"DE, GB, FR",2011,Paul W.S. Anderson,4 583 858,4 583 858
Unknown,"US, DE, GB, FR",2011,Jaume Collet-Serra,4 501 811,4 501 811
Zookeeper,US,2011,Frank Coraci,4 399 128,4 399 128
Hop,US,2011,Tim Hill,4 176 706,4 176 706
Eyyvah eyvah 2,TR,2011,Hakan Algül,3 985 587,3 985 587
No Strings Attached,US,2011,Ivan Reitman,3 903 697,3 903 697
Cowboys & Aliens,US,2011,Jon Favreau,3 846 997,3 846 997
Scream 4,US,2011,Wes Craven,3 832 492,3 832 492
Drive,US,2011,Nicolas Winding Refn,3 823 767,3 823 767
J. Edgar,US,2011,Clint Eastwood,3 818 021,3 818 021
Source Code,"US, FR",2011,Duncan Jones,3 796 114,3 796 114
The Green Hornet,US,2011,Michel Gondry,3 658 814,3 658 814
Contagion,"US, AE",2011,Steven Soderbergh,3 578 659,3 578 659
The Adjustment Bureau,US,2011,George Nolfi,3 523 302,3 523 302
Season of the Witch,US,2011,Dominic Sena,3 502 944,3 502 944
Carnage,"FR, DE, PL, ES",2011,Roman Polanski,3 427 967,3 427 967
"Crazy, Stupid, Love.",US,2011,"Glenn Ficarra, John Requa",3 424 862,3 424 862
Water for Elephants,US,2011,Francis Lawrence,3 410 064,3 410 064
Tower Heist,US,2011,Brett Ratner,3 404 947,3 404 947
The Rite,"US, HU",2011,Mikael Håfström,3 349 948,3 349 948
Green Lantern,US,2011,Martin Campbell,3 347 121,3 347 121
One Day,"GBinc, US",2011,Lone Scherfig,3 311 495,3 311 495
The Tree of Life,US,2011,Terrence Malick,3 231 079,3 231 079
The Help,"US, IN, AE",2011,Tate Taylor,3 114 884,3 114 884
The Ides of March,US,2011,George Clooney,3 076 240,3 076 240
Battle Los Angeles,US,2011,Jonathan Liebesman,3 028 267,3 028 267
I Am Number Four,US,2011,D.J. Caruso,2 995 202,2 995 202
La piel que habito,ES,2011,Pedro Almodóvar,2 912 046,2 912 046
Abduction,US,2011,John Singleton,2 844 120,2 844 120
Jack and Jill,US,2011,Dennis Dugan,2 778 910,2 778 910
Ghost Rider: Spirit of Vengeance,"US, AE",2011,"Brian Taylor, Mark Neveldine",2 721 761,2 721 761
Un monstre à Paris,FR,2011,Bibo Bergeron,2 697 189,2 697 189
Listy do M.,PL,2011,Mitja Okorn,2 642 266,2 642 266
Torrente 4,ES,2011,Santiago Segura,2 633 528,2 633 528
Larry Crowne,US,2011,Tom Hanks,2 617 574,2 617 574
Immaturi,IT,2011,Paolo Genovese,2 604 469,2 604 469
A Dangerous Method,"GB, DE, CA, CH",2011,David Cronenberg,2 535 712,2 535 712
Qualunquemente,IT,2011,Giulio Manfredonia,2 492 273,2 492 273
Red Riding Hood,"US, CA",2011,Catherine Hardwicke,2 488 731,2 488 731
Ask tesadüfleri sever,TR,2011,Ömer Faruk Sorak,2 460 512,2 460 512
Polisse,FR,2011, Maïwenn,2 459 673,2 459 673
"Big Mommas: Like Father, Like Son",US,2011,John Whitesell,2 392 678,2 392 678
Hall Pass,US,2011,"Bobby Farrelly, Peter Farrelly",2 366 342,2 366 342
Allahin Sadik Kulu: Barla,TR,2011,Orhan Öztürk Esin,2 279 419,2 279 419
Habemus Papam,"IT, FR",2011,Nanni Moretti,2 249 014,2 249 014
Kurtlar Vadisi Filistin,TR,2011,Zübeyr Sasmaz,2 236 622,2 236 622
Sucker Punch,"US, CA",2011,Zack Snyder,2 231 794,2 231 794
Wickie auf großer Fahrt,DE,2011,Christian Ditter,2 219 889,2 219 889
Rubbeldiekatz,DE,2011,Detlev Buck,2 202 996,2 202 996
Killer Elite,"AU, US, GB",2011,Gary McKendry,2 179 247,2 179 247
Sanctum,"US, AU",2011,Alister Grierson,2 103 428,2 103 428
The Cabin in the Woods,US,2011,Drew Goddard,2 095 842,2 095 842
Salmon Fishing in the Yemen,GB,2011,Lasse Hallström,2 088 896,2 088 896
Le Havre,"FI, FR, DE",2011,Aki Kaurismäki,2 051 267,2 051 267
Gooische vrouwen,NL,2011,Will Koopman,1 986 460,1 986 460
Femmine contro maschi,IT,2011,Fausto Brizzi,1 976 154,1 976 154
Colombiana,"FR, US",2011,Olivier Megaton,1 952 367,1 952 367
Almanya - Willkommen in Deutschland,DE,2011,Yasemin Samdereli,1 946 496,1 946 496
Winnie the Pooh,US,2011,"Stephen J. Anderson, Don Hall",1 871 625,1 871 625
Sümela'nin sifresi: Temel,TR,2011,"Adem Kiliç, Serkan Karaarslan",1 865 670,1 865 670
Case départ,FR,2011,"Lionel Steketee, Fabrice Eboué, Thomas N'Gijol",1 842 568,1 842 568
The Change-Up,US,2011,David Dobkin,1 816 641,1 816 641
What a Man,"DE, US",2011,"Torsten Künstler, Matthias Schweighöfer",1 808 850,1 808 850
Conan the Barbarian,US,2011,Marcus Nispel,1 802 731,1 802 731
La nouvelle guerre des boutons,FR,2011,Christophe Barratier,1 799 421,1 799 421
Vacanze di Natale a Cortina,IT,2011,Neri Parenti,1 776 922,1 776 922
The Grey,US,2011,Joe Carnahan,1 766 672,1 766 672
We Bought a Zoo,US,2011,Cameron Crowe,1 762 875,1 762 875
Hollywoo,FR,2011,"Frédéric Berthe, Pascal Serieis",1 748 761,1 748 761
Jane Eyre,"GB, US",2011,Cary Joji Fukunaga,1 745 545,1 745 545
Shame,"GBinc, US, AU",2011,Steve McQueen,1 728 711,1 728 711
"Och, Karol 2",PL,2011,Piotr Weresniak,1 708 659,1 708 659
I Soliti Idioti,IT,2011,Enrico Lando,1 663 118,1 663 118
Jodaeiye Nader az Simin,IR,2011,Asghar Farhadi,1 651 991,1 651 991
The Mechanic,US,2011,Simon West,1 646 511,1 646 511
Melancholia,"DK, SE, FR, DE, IT",2011,Lars von Trier,1 646 197,1 646 197
La guerre des boutons,"FR, BE",2011,Yann Samuell,1 645 936,1 645 936
L'élève Ducobu,FR,2011,Philippe de Chauveron,1 643 596,1 643 596
Les Tuche,FR,2011,Olivier Baroux,1 606 195,1 606 195
Pina,"DE, FR",2011,Wim Wenders,1 597 287,1 597 287
Hanna,"US, DE, HU",2011,Joe Wright,1 595 300,1 595 300
Finalmente la felicità,IT,2011,Leonardo Pieraccioni,1 586 603,1 586 603
My Week with Marilyn,"GB, US",2011,Simon Curtis,1 546 073,1 546 073
Bienvenue à bord,FR,2011,Eric Lavaine,1 532 940,1 532 940
1920 Bitwa Warszawska,PL,2011,Jerzy Hoffman,1 521 449,1 521 449
Le gamin au vélo,"BE, FR, IT",2011,"Jean-Pierre Dardenne, Luc Dardenne",1 520 622,1 520 622
This Must Be the Place,"IT, FR, IE",2011,Paolo Sorrentino,1 513 647,1 513 647
La fille du puisatier,FR,2011,Daniel Auteuil,1 505 317,1 505 317
Männerherzen... und die ganz ganz große Liebe,DE,2011,Simon Verhoeven,1 490 720,1 490 720
The Lincoln Lawyer,US,2011,Brad Furman,1 489 956,1 489 956
La peggior settimana della mia vita,IT,2011,Alessandro Genovesi,1 484 927,1 484 927
The Dilemma,US,2011,Ron Howard,1 481 432,1 481 432
Largo Winch II,"FR, BE, DE",2011,Jérôme Salle,1 479 340,1 479 340
Hodejegerne,"NO, DE",2011,Morten Tyldum,1 478 852,1 478 852
Les Lyonnais,FR,2011,Olivier Marchal,1 438 620,1 438 620
"Titeuf, le film",FR,2011, Zep,1 410 944,1 410 944
Eine ganz heiße Nummer,DE,2011,Markus Goller,1 410 552,1 410 552
The Eagle,"GBinc, US",2011,Kevin Macdonald,1 396 008,1 396 008
Drive Angry,US,2011,Patrick Lussier,1 386 564,1 386 564
Priest,US,2011,Scott Stewart,1 384 595,1 384 595
Spy Kids: All the Time in the World in 4D,US,2011,Robert Rodriguez,1 371 820,1 371 820
Diary of a Wimpy Kid: Rodrick Rules,US,2011,David Bowers,1 340 720,1 340 720
The Guard,IE,2011,John Michael McDonagh,1 339 697,1 339 697
Haywire,"US, IE",2011,Steven Soderbergh,1 337 067,1 337 067
In Darkness,"PL, DE, CA",2011,Agnieszka Holland,1 303 899,1 303 899
I Don't Know How She Does It,US,2011,Douglas McGrath,1 302 615,1 302 615
Nessuno mi può giudicare,IT,2011,Massimiliano Bruno,1 294 499,1 294 499
Something Borrowed,US,2011,Luke Greenfield,1 291 050,1 291 050
The Darkest Hour,"US, RU",2011,Chris Gorak,1 273 406,1 273 406
Et si on vivait tous ensemble ?,"FR, DE",2011,Stéphane Robelin,1 268 970,1 268 970
Dolphin Tale,US,2011,Charles Martin Smith,1 240 037,1 240 037
Manuale d'am3re,"IT, FR",2011,Giovanni Veronesi,1 231 958,1 231 958
Anadolu kartallari,TR,2011,Ömer Vargi,1 214 511,1 214 511
Dedemin Insanlari,TR,2011,Çagan Irmak,1 204 183,1 204 183
The Rum Diary,US,2011,Bruce Robinson,1 201 756,1 201 756
Dream House,US,2011,Jim Sheridan,1 183 869,1 183 869
Hexe Lilli - Die Reise nach Mandolan,"DE, ES, AT",2011,Harald Sicheritz,1 139 499,1 139 499
Margin Call,US,2011,J.C. Chandor,1 133 437,1 133 437
Horrid Henry: The Movie,GB,2011,Nick Moore,1 118 773,1 118 773
Seeking Justice,US,2011,Roger Donaldson,1 115 682,1 115 682
Les neiges du Kilimandjaro,FR,2011,Robert Guédiguian,1 100 964,1 100 964
Ma part du gâteau,FR,2011,Cédric Klapisch,1 088 090,1 088 090
Mon pire cauchemar,"FR, BE",2011,Anne Fontaine,1 054 920,1 054 920
Hür Adam: Bediüzzaman Said Nursi,TR,2011,Mehmet Tanrisever,1 004 269,1 004 269
La guerre est déclarée,FR,2011,Valérie Donzelli,1 003 219,1 003 219
Anche se è amore non si vede,IT,2011,"Salvatore Ficarra, Valentino Picone", 999 112, 999 112
Shark Night 3D,US,2011,David R. Ellis, 996 717, 996 717
Justin Bieber: Never Say Never,US,2011,Jon Chu, 988 361, 988 361
Floquet de Neu,ES,2011,Andrés G. Schaer, 985 769, 985 769
Muži v naději,CZ,2011,Jirí Vejdelek, 980 766, 980 766
LOL,US,2011,Lisa Azuelos, 976 785, 976 785
A Few Best Men,"AU, GB",2011,Stephan Elliott, 965 989, 965 989
Beastly,US,2011,Daniel Barnz, 941 263, 941 263
Fright Night,US,2011,Craig Gillespie, 931 534, 931 534
Wyjazd integracyjny,PL,2011,Przemyslaw Angerman, 927 331, 927 331
L'amour dure trois ans,"FR, BE",2011,Frédéric Beigbeder, 926 329, 926 329
The Thing,"US, CA",2011,Matthijs van Heijningen Jr., 907 306, 907 306
Ya Sonra?,TR,2011,"Özcan Deniz, Baran Ozcaylan", 904 069, 904 069
New Kids Nitro,NL,2011,"Steffen Haars, Flip Van der Kuil", 903 145, 903 145
Nova zembla,NL,2011,Reinout Oerlemans, 891 818, 891 818
Mientras duermes,ES,2011,Jaume Balagueró, 890 672, 890 672
Monsieur Lazhar,CA,2011,Philippe Falardeau, 888 654, 888 654
La source des femmes,"FR, BE, IT, MA",2011,Radu Mihaileanu, 880 051, 880 051
Extremely Loud & Incredibly Close,US,2011,Stephen Daldry, 873 973, 873 973
Sala samobójców,PL,2011,Jan Komasa, 839 655, 839 655
Fuga de cerebros 2,ES,2011,Carlos Therón, 836 078, 836 078
Le tableau,"FR, BE",2011,Jean-François Laguionie, 833 560, 833 560
Skyfall,"GBinc, US",2012,Sam Mendes,46 435 435,46 435 435
The Hobbit: An Unexpected Journey,"US, NZ",2012,Peter Jackson,37 049 487,37 049 487
Ice Age: Continental Drift,US,2012,"Steve Martino, Mike Thurmeier",35 183 999,35 183 999
The Twilight Saga: Breaking Dawn - Part 2,US,2012,Bill Condon,27 931 919,27 931 919
The Dark Knight Rises,"US, GB",2012,Christopher Nolan,27 200 671,27 200 671
The Avengers,US,2012,Joss Whedon,24 816 983,24 816 983
Madagascar 3: Europe's Most Wanted,US,2012,"Eric Darnell, Tom McGrath, Conrad Vernon",24 020 227,24 020 227
Django Unchained,US,2012,Quentin Tarantino,18 942 445,18 942 445
Ted,US,2012,Seth MacFarlane,17 657 531,17 657 531
